species	common_name	Species_Taxonomy_ID	lineage	div.time	evo.time	assembly_name	NCBIcode	contig_N50_bp	scaffold_N50_bp	Intact	partially_intact	uncertain_loss	lost	missing	complete_single_copy_or_duplicated	perc_complete	fragmented	missing	complete_single_copy_or_duplicated2	%_complete2	fragmented2	missing2	with_human_reference	with_mouse_reference
Uropsilus_gracilis	gracile shrew mole	182669	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Eulipotyphla; Talpidae; Uropsilus	94	0.425816	HLuroGra1	GCA_004024945.1	43618	55035	12584	1962	516	829	2539	5811	0.629850423	1160	2255	7707	0.835356601	342	1177	15444	14308
Ursus_americanus	American black bear	9643	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ursus	94	0.34889	HLursAme1	GCA_003344425.1	27247	189900	14773	1691	1224	349	393	7867	0.852698894	553	806	8856	0.959895946	183	187	18305	18248
Ursus_americanus	American black bear	9643	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ursus	94	0.348943	HLursAme2	DNA Zoo Consortium	25428	71790186	14865	1649	1222	361	333	8516	0.923043573	238	472	8905	0.965207024	173	148	18356	18186
Ursus_arctos_horribilis	brown bear	116960	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ursus; Ursus arctos	94	0.347626	HLursArc1	GCF_003584765.1	314844	36708181	17376	267	407	307	73	8866	0.96097984	107	253	9190	0.996097984	19	17	18666	18848
Ursus_maritimus	polar bear	29073	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ursus	94	0.347727	ursMar1	GCF_000687225.1	46506	15940661	11591	3407	1591	459	1382	8084	0.87621938	454	688	8503	0.921634511	408	315	17157	17302
Ursus_thibetanus_thibetanus	Asiatic black bear	441215	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ursus; Ursus thibetanus	94	0.345128	HLursThi1	GCA_009660055.1	145966	26803000	17079	421	439	332	159	8854	0.959679168	102	270	9171	0.994038587	23	32	18536	18687
Vicugna_pacos	alpaca	30538	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Vicugna	94	0.348333	vicPac2	GCF_000164845.1	24617	7263804	13181	2632	1098	520	999	8618	0.934099285	227	381	8968	0.972035552	162	96	17468	17484
Vicugna_pacos	alpaca	30538	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Vicugna	94	-	HLvicPac4	DNA Zoo Consortium	23086	73726673	13133	2639	1096	319	1243	8635	0.935941903	223	368	8967	0.971927162	159	100	17419	17321
Vicugna_pacos_huacaya	alpaca	273913	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Vicugna; Vicugna pacos	94	0.346493	HLvicPacHua3	GCA_000767525.1	213649	5303709	15756	1252	598	366	458	8741	0.947431173	157	328	9097	0.986017776	69	60	18195	18485
Vicugna_vicugna_mensalis	vicugna	273917	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Vicugna; Vicugna vicugna	94	0.348385	HLvicVicMen1	GCA_013265495.1	340839	6158010	17246	269	556	282	77	8874	0.961846954	82	270	9192	0.996314763	10	24	18670	19011
Vombatus_ursinus	common wombat	29139	Mammalia; Theria; Metatheria; Diprotodontia; Vombatidae; Vombatus	160	0.784359	HLvomUrs1	GCF_900497805.2	113054	28503419	12921	661	791	1243	2814	8614	0.933665727	119	493	8726	0.945805333	81	419	14631	12268
Vulpes_lagopus	Arctic fox	494514	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes	94	0.363133	HLvulLag1	GCA_004023825.1	73976	102053	15898	1321	412	461	338	7695	0.834055929	670	861	8953	0.970409712	119	154	18178	17922
Vulpes_vulpes	red fox	9627	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes	94	-	HLvulVul2	DNA Zoo Consortium	53406	139030359	15325	1511	582	313	699	8788	0.952525471	148	290	9084	0.984608715	82	60	17990	17826
Vulpes_vulpes	red fox	9627	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes	94	0.362864	HLvulVul1	GCF_003160815.1	55450	12472085	15354	1508	596	382	590	8777	0.951333189	152	297	9081	0.984283546	84	61	18044	18053
Xerus_inauris	South African ground squirrel	234690	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Sciuridae; Xerinae; Xerini; Xerus	89	0.327372	HLxerIna1	GCA_004024805.1	64054	83865	15737	1495	444	403	351	7224	0.783004552	850	1152	8883	0.962822458	157	186	18258	18826
Zalophus_californianus	California sea lion	9704	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Otariidae; Zalophus	94	0.346765	HLzalCal1	GCA_009762305.1	60554208	146931682	16627	58	1238	492	15	8883	0.962822458	86	257	9202	0.997398656	7	17	18543	18689
Zapus_hudsonius	meadow jumping mouse	160400	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Dipodoidea; Dipodidae; Zapodinae; Zapus	89	0.444914	HLzapHud1	GCA_004024765.1	23350	26350	13013	2885	616	739	1177	6020	0.652503794	1172	2034	8274	0.896813354	400	552	16921	18014
Ziphius_cavirostris	Cuvier's beaked whale	9760	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Ziphius	94	0.336387	HLzipCav1	GCA_004364475.1	3606	3608	9210	5279	906	843	2192	3749	0.406351615	1535	3942	7308	0.792109256	769	1149	15785	14267
